Strategy,CAGR,Vol,Sharpe,Sortino,Calmar,MaxDD,HitRate
NVDA Two-Sleeve,0.06265010244797264,0.06077443711849399,0.3726912748437024,0.30645032033788333,0.8431965545217458,-0.07430070973606773,0.5662847790507365
NVDA Buy&Hold,0.5537508808896632,0.48511628563415654,1.0590262502051766,1.491984668727394,0.7705138956099385,-0.7186773451390052,0.5458883994126285
SPY Buy&Hold,0.11829617411791626,0.17904741355784765,0.4372929636997107,0.591411074872825,0.3309365775807896,-0.35745874627302965,0.5480910425844346
