Date,NVDA,SPY,^VIX
2015-01-02,0.48303836584091187,171.0936737060547,17.790000915527344
2015-01-05,0.4748796820640564,168.00376892089844,19.920000076293945
2015-01-06,0.4604821801185608,166.42137145996094,21.1200008392334
2015-01-07,0.4592822790145874,168.4951629638672,19.309999465942383
2015-01-08,0.47655943036079407,171.485107421875,17.010000228881836
2015-01-09,0.4784790873527527,170.11093139648438,17.549999237060547
2015-01-12,0.47248008847236633,168.77838134765625,19.600000381469727
2015-01-13,0.47176024317741394,168.30361938476562,20.559999465942383
2015-01-14,0.47367987036705017,167.2875518798828,21.479999542236328
2015-01-15,0.47032034397125244,165.75503540039062,22.389999389648438
2015-01-16,0.4789589047431946,167.92886352539062,20.950000762939453
2015-01-20,0.48039883375167847,168.28697204589844,19.889999389648438
2015-01-21,0.4871177673339844,169.13648986816406,18.850000381469727
2015-01-22,0.4955161213874817,171.6516876220703,16.399999618530273
2015-01-23,0.49695584177970886,170.7105712890625,16.65999984741211
2015-01-26,0.4947962760925293,171.11029052734375,15.520000457763672
2015-01-27,0.47104039788246155,168.85330200195312,17.219999313354492
2015-01-28,0.4633617103099823,166.68789672851562,20.440000534057617
2015-01-29,0.4746397137641907,168.2286834716797,18.760000228881836
2015-01-30,0.4607219696044922,166.1132354736328,20.969999313354492
2015-02-02,0.4708004295825958,168.17037963867188,19.43000030517578
2015-02-03,0.48255839943885803,170.60232543945312,17.329999923706055
2015-02-04,0.48375821113586426,169.95269775390625,18.329999923706055
2015-02-05,0.49167686700820923,171.6683349609375,16.850000381469727
2015-02-06,0.4895172417163849,171.19366455078125,17.290000915527344
2015-02-09,0.489037424325943,170.42739868164062,18.549999237060547
2015-02-10,0.502714991569519,172.24305725097656,17.229999542236328
2015-02-11,0.499355673789978,172.34295654296875,16.959999084472656
2015-02-12,0.5351096391677856,174.0002899169922,15.34000015258789
2015-02-13,0.535349428653717,174.71661376953125,14.6899995803833
2015-02-17,0.5370291471481323,174.99143981933594,15.800000190734863
2015-02-18,0.5307902097702026,175.00814819335938,15.449999809265137
2015-02-19,0.5322299599647522,174.88314819335938,15.289999961853027
2015-02-20,0.536069393157959,175.9326171875,14.300000190734863
2015-02-23,0.5317501425743103,175.9076385498047,14.5600004196167
2015-02-24,0.5374107956886292,176.40733337402344,13.6899995803833
2015-02-25,0.5333158373832703,176.2574005126953,13.84000015258789
2015-02-26,0.5347611308097839,176.04917907714844,13.90999984741211
2015-02-27,0.5313886404037476,175.4495849609375,13.34000015258789
2015-03-02,0.5443964004516602,176.5572509765625,13.039999961853027
2015-03-03,0.5342792868614197,175.83262634277344,13.859999656677246
2015-03-04,0.5403015613555908,175.09140014648438,14.229999542236328
2015-03-05,0.5506592988967896,175.282958984375,14.039999961853027
2015-03-06,0.5431922078132629,172.81768798828125,15.199999809265137
2015-03-09,0.5446372628211975,173.5339813232422,15.0600004196167
2015-03-10,0.5540316104888916,170.71888732910156,16.690000534057617
2015-03-11,0.551141083240509,170.31919860839844,16.8700008392334
2015-03-12,0.546082615852356,172.48455810546875,15.420000076293945
2015-03-13,0.5468052625656128,171.42681884765625,16.0
2015-03-16,0.5533090233802795,173.71713256835938,15.609999656677246
2015-03-17,0.5600539445877075,173.20083618164062,15.65999984741211
2015-03-18,0.5509003400802612,175.282958984375,13.970000267028809
2015-03-19,0.5593312978744507,174.48341369628906,14.069999694824219
2015-03-20,0.5653534531593323,176.0235595703125,13.020000457763672
2015-03-23,0.5470463633537292,175.6805877685547,13.40999984741211
2015-03-24,0.5395785570144653,174.69342041015625,13.619999885559082
2015-03-25,0.5068186521530151,172.13345336914062,15.4399995803833
2015-03-26,0.5051323771476746,171.7235565185547,15.800000190734863
2015-03-27,0.5150086283683777,172.11679077148438,15.069999694824219
2015-03-30,0.5171766877174377,174.21661376953125,14.510000228881836
2015-03-31,0.5041691064834595,172.69398498535156,15.289999961853027
2015-04-01,0.5060959458351135,172.0832977294922,15.109999656677246
2015-04-02,0.5073003768920898,172.70237731933594,14.670000076293945
2015-04-06,0.5219943523406982,173.8651885986328,14.739999771118164
2015-04-07,0.5265710949897766,173.40512084960938,14.779999732971191
2015-04-08,0.5304252505302429,173.9906463623047,13.979999542236328
2015-04-09,0.5427103638648987,174.76036071777344,13.09000015258789
2015-04-10,0.5482506155967712,175.7140350341797,12.579999923706055
2015-04-13,0.5431922078132629,174.91928100585938,13.9399995803833
2015-04-14,0.5386152267456055,175.25393676757812,13.670000076293945
2015-04-15,0.5451191663742065,176.04025268554688,12.84000015258789
2015-04-16,0.5417468547821045,175.9900665283203,12.600000381469727
2015-04-17,0.5347611308097839,173.96556091308594,13.890000343322754
2015-04-20,0.5321112871170044,175.55508422851562,13.300000190734863
2015-04-21,0.5313886404037476,175.34588623046875,13.25
2015-04-22,0.5374107956886292,176.20758056640625,12.710000038146973
2015-04-23,0.5352427959442139,176.65098571777344,12.479999542236328
2015-04-24,0.5306660532951355,177.0608673095703,12.289999961853027
2015-04-27,0.5347611308097839,176.32470703125,13.119999885559082
2015-04-28,0.5374107956886292,176.88522338867188,12.40999984741211
2015-04-29,0.5333158373832703,176.15736389160156,13.390000343322754
2015-04-30,0.5347611308097839,174.3922882080078,14.550000190734863
2015-05-01,0.5480096340179443,176.28289794921875,12.699999809265137
2015-05-04,0.5446372628211975,176.78485107421875,12.850000381469727
2015-05-05,0.5306660532951355,174.76036071777344,14.3100004196167
2015-05-06,0.5323522686958313,174.04086303710938,15.149999618530273
2015-05-07,0.5417468547821045,174.73526000976562,15.130000114440918
2015-05-08,0.5017598867416382,177.0357666015625,12.859999656677246
2015-05-11,0.49694228172302246,176.1908721923828,13.850000381469727
2015-05-12,0.5017598867416382,175.663818359375,13.859999656677246
2015-05-13,0.5046508312225342,175.69729614257812,13.760000228881836
2015-05-14,0.5128406882286072,177.52944946289062,12.739999771118164
2015-05-15,0.5130818486213684,177.72183227539062,12.380000114440918
2015-05-18,0.5123588442802429,178.2738800048828,12.729999542236328
2015-05-19,0.5091645121574402,178.2153778076172,12.850000381469727
2015-05-20,0.5091645121574402,178.0899200439453,12.880000114440918
2015-05-21,0.5055347681045532,178.6085662841797,12.109999656677246
2015-05-22,0.504808783531189,178.181884765625,12.130000114440918
2015-05-26,0.5016626119613647,176.2661590576172,14.0600004196167
2015-05-27,0.5285242199897766,177.93931579589844,13.270000457763672
2015-05-28,0.5357845425605774,177.73854064941406,13.3100004196167
2015-05-29,0.5355422496795654,176.63424682617188,13.84000015258789
2015-06-01,0.5415922999382019,176.9939727783203,13.970000267028809
2015-06-02,0.5309444665908813,176.81834411621094,14.239999771118164
2015-06-03,0.5251362919807434,177.28677368164062,13.65999984741211
2015-06-04,0.5345743894577026,175.78933715820312,14.710000038146973
2015-06-05,0.5386883616447449,175.48812866210938,14.210000038146973
2015-06-08,0.5263465642929077,174.40896606445312,15.289999961853027
2015-06-09,0.5290086269378662,174.38385009765625,14.470000267028809
2015-06-10,0.519570529460907,176.47532653808594,13.220000267028809
2015-06-11,0.5251362919807434,177.0441436767578,12.850000381469727
2015-06-12,0.5108586549758911,175.68894958496094,13.779999732971191
2015-06-15,0.5098907351493835,174.93603515625,15.390000343322754
2015-06-16,0.5161823630332947,175.88966369628906,14.8100004196167
2015-06-17,0.5222325921058655,176.1741485595703,14.5
2015-06-18,0.5309444665908813,178.00625610351562,13.1899995803833
2015-06-19,0.5292503833770752,177.21604919433594,13.960000038146973
2015-06-22,0.5270723104476929,178.1239471435547,12.739999771118164
2015-06-23,0.5135204792022705,178.25,12.109999656677246
2015-06-24,0.5084384679794312,176.9553985595703,13.260000228881836
2015-06-25,0.5123104453086853,176.4174346923828,14.010000228881836
2015-06-26,0.5019046068191528,176.38380432128906,14.020000457763672
2015-06-29,0.4869006872177124,172.68496704101562,18.850000381469727
2015-06-30,0.4866587221622467,173.0464630126953,18.229999542236328
2015-07-01,0.49367648363113403,174.43348693847656,16.09000015258789
2015-07-02,0.49416080117225647,174.27381896972656,16.790000915527344
2015-07-06,0.48811075091362,173.7777862548828,17.010000228881836
2015-07-07,0.478914737701416,174.87066650390625,16.09000015258789
2015-07-08,0.4755268692970276,171.93679809570312,19.65999984741211
2015-07-09,0.4697187542915344,172.24783325195312,19.969999313354492
2015-07-10,0.4779467284679413,174.41665649414062,16.829999923706055
2015-07-13,0.48109281063079834,176.3417510986328,13.899999618530273
2015-07-14,0.48133477568626404,177.1067352294922,13.369999885559082
2015-07-15,0.4779467284679413,177.04791259765625,13.229999542236328
2015-07-16,0.4885947108268738,178.46859741210938,12.109999656677246
2015-07-17,0.48569074273109436,178.61988830566406,11.949999809265137
2015-07-20,0.476736843585968,178.71238708496094,12.25
2015-07-21,0.478914737701416,178.00625610351562,12.220000267028809
2015-07-22,0.4697187542915344,177.68679809570312,12.119999885559082
2015-07-23,0.4755268692970276,176.68637084960938,12.640000343322754
2015-07-24,0.46996089816093445,174.8538360595703,13.739999771118164
2015-07-27,0.4672989249229431,173.8365936279297,15.600000381469727
2015-07-28,0.4774627685546875,175.9718780517578,13.4399995803833
2015-07-29,0.4832707345485687,177.182373046875,12.5
2015-07-30,0.48448076844215393,177.2244415283203,12.130000114440918
2015-07-31,0.48278677463531494,176.9553985595703,12.119999885559082
2015-08-03,0.4910147190093994,176.35861206054688,12.5600004196167
2015-08-04,0.4929506480693817,176.01388549804688,13.0
2015-08-05,0.49803271889686584,176.59400939941406,12.510000228881836
2015-08-06,0.49488648772239685,175.1480712890625,13.770000457763672
2015-08-07,0.5561121702194214,174.81179809570312,13.390000343322754
2015-08-10,0.5754721164703369,177.01426696777344,12.229999542236328
2015-08-11,0.5725682377815247,175.4170379638672,13.710000038146973
2015-08-12,0.5740201473236084,175.627197265625,13.609999656677246
2015-08-13,0.5691801309585571,175.40867614746094,13.489999771118164
2015-08-14,0.5696641206741333,176.04754638671875,12.829999923706055
2015-08-17,0.5660340189933777,177.0310821533203,13.020000457763672
2015-08-18,0.5608822107315063,176.51828002929688,13.789999961853027
2015-08-19,0.5586952567100525,175.122802734375,15.25
2015-08-20,0.5385246276855469,171.46604919433594,19.139999389648438
2015-08-21,0.521756649017334,166.30445861816406,28.030000686645508
2015-08-24,0.5032871961593628,159.30189514160156,40.7400016784668
2015-08-25,0.49283766746520996,157.42735290527344,36.02000045776367
2015-08-26,0.530019223690033,163.47149658203125,30.31999969482422
2015-08-27,0.5499465465545654,167.51498413085938,26.100000381469727
